resident_id,resident_age,resident_care_level,resident_gender,resident_empathy,resident_activity,resident_patience,resident_independence,staff_id,staff_age,staff_expertise,staff_experience,staff_gender,caregiver_empathy,caregiver_activity_support,caregiver_patience,caregiver_independence_support,empathy_diff,activity_diff,patience_diff,independence_diff,max_diff,avg_diff,empathy_diff_sq,patience_diff_sq,empathy_patience_interaction,satisfaction_score
68,74,3,1,72.16631149150291,46.11457032891664,72.16558321382273,43.677526694901744,308,65,2,10,0,58.39820964186644,71.50945258059606,53.92619850055427,58.50207422505642,13.768101849636473,25.39488225167942,18.239384713268457,14.824547530154675,25.39488225167942,18.056729086184756,189.56062854196327,332.67515471861105,251.12170640698264,88.04334388786086
939,84,3,0,71.59711283833873,28.517359512889918,97.70842422395005,20.381285504959372,741,50,3,14,0,37.09400450422636,72.60008064933643,47.02451114338899,97.81291077026367,34.50310833411237,44.082721136446516,50.683913080561055,77.43162526530429,77.43162526530429,51.67534195410605,1190.4644847154943,2568.859045157868,1748.752543815333,39.38129530498269
68,74,3,1,63.36859777314714,56.02567583148412,96.45076464085336,43.98169292171246,838,61,3,3,0,53.74092481810417,61.465141478232475,51.32592400781795,72.26990216144533,9.627672955042968,5.439465646748353,45.12484063303541,28.288209239732872,45.12484063303541,22.120047118639903,92.6920865292658,2036.2512421568438,434.44720776329905,83.86545279414669
68,74,3,1,72.46997436868175,74.67451570251926,78.41850804051754,58.648354445836496,320,38,1,2,0,54.112501545435364,76.79362367151865,81.58880808455237,58.72082408519233,18.357472823246383,2.119107968999387,3.170300044034832,0.0724696393558375,18.357472823246383,5.92983761890911,336.99680845622953,10.050802369207258,58.19869689990624,81.49715009675342
372,69,3,1,49.720708278432696,94.6429539223246,100.0,42.89616828534337,89,65,3,14,1,57.27264704818879,85.59245960096567,54.24899692085063,85.1701573011796,7.551938769756092,9.050494321358926,45.75100307914937,42.27398901583623,45.75100307914937,26.156856296525156,57.03177918214515,2093.1542827483354,345.50877390865844,87.17359622027799
987,73,1,0,70.37257768042022,29.62478421070772,69.55009955862818,34.98924263084983,637,72,2,9,0,73.03965377311879,77.27138061697099,64.63025266777782,71.20647225994796,2.667076092698565,47.64659640626327,4.919846890850351,36.21722962909813,47.64659640626327,22.86268725472758,7.113294884244245,24.20489342940987,13.12160602232434,91.52645223754365
544,83,1,0,43.94132880484249,50.239348546857194,81.01698504336092,27.616227354738086,812,58,3,14,0,80.09722755406187,77.50654371575453,48.96103086453334,96.21108557787716,36.15589874921938,27.267195168897338,32.05595417882758,68.59485822313907,68.59485822313907,41.018476580020845,1307.2490143638038,1027.584198315093,1159.0118335993059,46.132349486412224
11,98,3,0,61.10944446110352,33.7161982112718,80.34995335069108,64.39779207549523,514,64,2,4,0,27.187050134347984,56.147845373714496,56.73835193065546,86.3811274954764,33.92239432675554,22.431647162442694,23.61160142003562,21.983335419981174,33.92239432675554,25.487244582303756,1150.7288368598963,557.507721618628,800.9620540566293,81.49954250322297
522,87,3,0,36.66152024265156,35.914060442502866,49.372975564544284,43.81260838369303,40,66,3,7,0,50.907495574197746,69.73386315760493,65.13686921376035,66.0800366281199,14.245975331546184,33.819802715102064,15.763893649216065,22.267428244426867,33.819802715102064,21.524274985072793,202.9478131470224,248.50034298379458,224.5720400558496,84.89444926583262
812,83,2,0,67.80996630801313,39.70543301609978,97.07631315215895,43.358712010969924,528,44,1,12,1,69.64140429973844,53.558916883121206,56.05224502647907,61.222975030322836,1.8314379917253092,13.853483867021424,41.024068125679875,17.86426301935291,41.024068125679875,18.64331325094488,3.3541651175348335,1682.9741655804235,75.13303694049742,86.81235099774432
544,83,1,0,60.15528929765071,20.322456514747607,64.8279540646433,35.421629434679986,293,43,1,9,0,48.40487797840717,60.849748873456605,51.73028697014554,65.2969275435673,11.75041131924354,40.527292358709,13.097667094497751,29.87529810888732,40.527292358709,23.8126672203344,138.0721661714067,171.54888331828917,153.90297568287002,82.3258297938411
11,98,3,0,67.29752465739303,70.84310694910484,68.41839937814369,36.68119564621342,765,64,2,3,1,48.73186700111079,72.23605818808946,54.274066978091014,78.60473488359746,18.565657656282234,1.3929512389846224,14.144332400052676,41.92353923738404,41.92353923738404,19.006620133175893,344.6836442102711,200.06213904317988,262.5988331160388,89.75175192935288
987,73,1,0,55.966819094573296,57.031613841125356,60.02906209461075,54.52687849729199,77,40,2,12,1,63.660802783846904,58.49768885280071,67.06933223884307,67.96326249823034,7.693983689273608,1.4660750116753505,7.0402701442323234,13.436384000938347,13.436384000938347,7.409178211529907,59.197385010808325,49.56540370376902,54.16772365780345,93.78355914480915
860,77,3,0,47.5967946894021,44.28977411083689,81.3662156358956,20.08095229347322,222,50,2,8,1,64.83178597056256,51.49558536670134,60.56757755441089,70.69779213498798,17.23499128116046,7.205811255864454,20.79863808148471,50.61683984151476,50.61683984151476,23.964070115006095,297.0449244616771,432.583346044586,358.46434599440096,93.39218354720653
108,84,1,0,40.68078915723001,0.528521748701408,100.0,75.45576803945052,97,53,2,8,0,56.97921065259803,55.35176889534373,56.08732394719961,52.0574276948994,16.298421495368018,54.82324714664232,43.91267605280039,23.398340344551116,54.82324714664232,34.60817125984046,265.63854324067427,1928.323118118189,715.7073032980943,55.44041627111558
500,97,1,1,55.24870005902223,79.49386655394777,51.4991014876782,32.256368694862594,680,44,2,2,1,44.23494878550864,75.29886869395462,46.46740116512456,75.42826559319025,11.013751273513584,4.194997859993151,5.03170032255364,43.17189689832765,43.17189689832765,15.853086588597007,121.3027171148221,25.3180081359864,55.41789583546386,96.85544295519644
371,98,2,0,50.6071495166765,40.230684720581586,100.0,24.506961571194193,975,36,3,13,0,47.91550059625314,55.90536900120247,66.45587771040344,72.22460960155023,2.6916489204233613,15.674684280620887,33.54412228959656,47.71764803035603,47.71764803035603,24.907025880249208,7.244973910816246,1125.2081401794087,90.28900054734179,85.79344292540142
523,86,1,1,52.677045041516294,37.72880154834574,91.49630600561052,44.515667144116776,738,44,3,15,0,74.95016429987788,54.25374879671154,57.656589435685326,84.4960903007183,22.27311925836159,16.524947248365798,33.839716569925194,39.98042315660152,39.98042315660152,28.154551558313525,496.0918414971979,1145.1264175328697,753.7160428310987,71.098629662046
765,71,2,0,83.26060354627445,62.30833128509559,75.9178093149394,67.00435207788574,278,70,1,8,0,43.37702844833626,72.95394988869886,41.21716614252842,65.79643229322647,39.88357509793819,10.645618603603268,34.700643172410985,1.2079197846592677,39.88357509793819,21.60943916465293,1590.6995625928755,1204.134636578993,1383.9857079136098,62.90333280654894
653,75,2,0,42.968086594528046,52.846760200227386,100.0,15.283028374239471,319,39,2,7,1,55.194418308596866,44.89530789830039,51.46111073434284,57.039763797486074,12.22633171406882,7.951452301926999,48.53888926565716,41.7567354232466,48.53888926565716,27.618352176224896,149.48318718244502,2356.023771143728,593.4525611943787,75.57990250374121
821,97,3,0,55.78470529092621,46.37449174371318,74.63059941515438,35.68160490338058,500,59,3,13,1,57.55749479444353,38.73564098722842,39.92780077528626,85.99859299835646,1.7727895035173162,7.638850756484757,34.70279863986812,50.316988094975876,50.316988094975876,23.60785674871152,3.1427826237811725,1204.2842334392326,61.5207571714332,87.35302293270189
102,97,1,0,51.10610200427967,24.871679738856876,48.67273754989357,45.244750709495406,320,38,1,2,0,35.35197228637945,56.048276758766264,51.75344199441308,66.79142775438196,15.75412971790022,31.176597019909387,3.0807044445195118,21.54667704488655,31.176597019909387,17.889527056803917,248.19260316842687,9.490739874482273,48.53381744147213,86.67892861932894
618,85,2,0,38.77536192185928,20.501585810555127,100.0,62.508570534440025,40,66,3,7,0,52.73903231388041,49.41668862332625,40.62603881010734,90.08001947245045,13.963670392021129,28.915102812771124,59.37396118989266,27.57144893801042,59.37396118989266,32.45604583317383,194.9840908170075,3525.2672673788798,829.0784239243158,63.56209814804002
812,83,2,0,58.48441834677116,44.97012470169011,96.72125583301865,25.559694518380702,211,53,2,14,1,47.190128016710815,75.57566482147723,65.51258658192089,59.11680512970946,11.294290330060342,30.605540119787122,31.20866925109776,33.55711061132876,33.55711061132876,26.6664025780685,127.56099405969455,973.9810364244148,352.479771336725,71.8263015980822
688,70,2,1,55.447603254149904,22.13420207963433,100.0,44.64892155111458,867,64,2,3,0,74.83289321649782,46.44860375446585,70.75230030907778,62.917322605969865,19.38528996234792,24.31440167483152,29.247699690922218,18.268401054855282,29.247699690922218,22.803948095739237,375.78946692430696,855.4279372103716,566.9751392402007,82.29421025794645
199,99,2,0,33.68186844200595,52.936501143330354,93.13345052500163,33.42121433972985,522,71,3,14,0,60.55031598170837,61.65388676233364,46.05960864455642,81.28553923390065,26.868447539702423,8.717385619003288,47.073841880445215,47.8643248941708,47.8643248941708,32.63099998333043,721.9134731937412,2215.946589385158,1264.801051056989,58.44937621932146
199,99,2,0,36.57760166337211,62.551297426434985,80.65976625222403,36.82499527103235,653,75,2,2,1,44.72266093915494,81.27797017722055,47.919611260779234,45.1219134346492,8.145059275782835,18.726672750785568,32.7401549914448,8.296918163616851,32.7401549914448,16.97720129540751,66.341990606016,1071.9177488638277,266.6705031036351,91.81870710745885
663,83,3,1,65.07035221652562,29.875989718141717,81.86094100995142,69.873299533071,939,48,1,11,0,47.179386951501435,57.79461864853725,48.89884717063461,68.4073448212955,17.890965265024185,27.918628930395535,32.96209383931681,1.4659547117755096,32.96209383931681,20.05941068662801,320.08663811430193,1086.4996302719271,589.7236759416847,70.52750005276812
494,88,3,1,33.68871655995969,23.57340922096598,100.0,26.239761007118148,11,65,3,15,0,64.85524254125097,57.33092737512092,72.5848504196808,85.19863439799812,31.166525981291286,33.75751815415494,27.415149580319195,58.95887339087997,58.95887339087997,37.82451677666135,971.3523417425048,751.5904265112757,854.4349716760051,67.76079762337372
175,89,2,1,41.677574054001525,51.74310602422859,78.78106440590315,46.120792702551334,108,58,3,13,0,62.00797572273663,47.61519475796787,59.64773807831595,81.49363482271188,20.330401668735107,4.127911266260718,19.1333263275872,35.37284212016055,35.37284212016055,19.741120345685893,413.3252320121072,366.08417635794143,388.98820949883213,82.75095400947986
137,72,3,0,50.369509590826254,69.55261897902139,95.9622927103957,41.70618743949047,821,49,2,11,0,65.51824853681937,48.26994761233445,49.424291616147926,62.40296882519713,15.148738945993117,21.28267136668694,46.538001094247775,20.696781385706657,46.538001094247775,25.916548198158623,229.48429165384863,2165.785545848207,704.9920296451015,69.67304238175156
514,81,2,1,67.07313570627309,37.83410772320543,80.3659568088401,17.396900217952496,867,64,2,3,0,51.4574101276079,58.068969907081154,70.73303255745991,77.28759283143779,15.615725578665192,20.234862183875727,9.632924251380189,59.8906926134853,59.8906926134853,26.343551156851603,243.85088534817834,92.79322963282857,150.42510162962185,75.82774869566376
412,73,1,0,80.13353083085791,35.71347153814399,80.76387548977333,52.13755733864248,742,51,1,15,0,65.99619467450705,51.03359500835357,51.561416495506634,61.68999660311154,14.137336156350855,15.32012347020958,29.202458994266692,9.552439264469058,29.202458994266692,17.053089471324046,199.86427359766517,852.7836113118276,412.8449793939997,91.09148648581869
663,83,3,1,42.009343268851,64.44463196669199,82.44462878812209,36.359518782620775,543,58,3,12,0,37.09989828817057,44.402902034596735,50.25205282622307,73.92353654626527,4.909444980680426,20.04172993209525,32.19257596189902,37.56401776364449,37.56401776364449,23.676942159579795,24.10265001832823,1036.3619470626384,158.04768047131847,87.21588635175364
741,72,3,0,55.83713540292401,57.567248845745254,53.18974131383193,32.308105032383295,329,60,2,11,0,69.85087399222235,81.79913214063816,50.92697711042157,69.21769340941482,14.013738589298335,24.23188329489291,2.262764203410363,36.909588377031525,36.909588377031525,19.354493616158283,196.38486924918928,5.120101840235335,31.70978603581471,84.70018319344567
999,91,2,1,73.3810139959758,30.955526497717603,92.71309594417956,49.741456993045944,500,59,3,13,1,62.31778959718889,64.26713444196709,51.09873754815244,90.35128916176733,11.063224398786915,33.31160794424949,41.614358396027114,40.60983216872138,41.614358396027114,31.649755726946225,122.39493409791409,1731.7548247129923,460.3889851467903,73.7184692922373
24,75,2,0,64.84778223687309,59.25725289780342,100.0,48.16330528510521,68,60,2,6,0,61.45802872562928,53.082454019480714,57.54062552424776,77.5656467491314,3.3897535112438035,6.174798878322704,42.45937447575224,29.402341464026193,42.45937447575224,20.356567082336234,11.490428866989696,1802.798480872161,143.9268137143967,75.55068757048636
925,105,3,0,75.80837328443825,60.46122906197526,63.12697655196366,37.045140276785276,329,60,2,11,0,49.392180549141294,60.150268852491074,55.828510129920794,83.45381247627721,26.416192735296953,0.3109602094841861,7.298466422042864,46.40867219949193,46.40867219949193,20.108572891578984,697.8152386283555,53.267612113687164,192.79769567677744,84.07479398603984
653,75,2,0,30.343935391344658,56.261996312167014,91.06965120886467,39.28446295773075,579,68,2,8,0,56.32657204812953,73.03642929367986,85.46131658919703,59.54559733625193,25.98263665678487,16.774432981512845,5.6083346196676445,20.261134378521177,25.98263665678487,17.156634659121636,675.0974076385008,31.453417206162623,145.71932067249216,72.93197890734642
31,84,2,0,75.81803645039125,37.02273312227408,70.3967228392977,42.80289553348103,590,48,2,10,0,60.89118178772656,81.05302997931265,52.43636862563428,61.87638105712478,14.926854662664688,44.03029685703857,17.960354213663415,19.073485523643754,44.03029685703857,23.99774781425261,222.81099012031453,322.5743234802572,268.0915970373311,78.6868363930935
544,83,1,0,67.33390859458544,33.15545451216071,100.0,45.48056383322971,788,63,3,6,0,43.82844508628952,75.88171010235371,59.09808098009338,81.98131651135876,23.505463508295918,42.726255590193,40.90191901990662,36.50075267812905,42.726255590193,35.90859769913115,552.506814739831,1672.966979510999,961.4185649416899,61.18716380399827
987,73,1,0,63.95369856156803,49.06930717127273,47.87785785988111,52.85638032597927,788,63,3,6,0,46.142315921546825,82.8322013782207,41.26541991784739,90.30587740984288,17.811382640021208,33.76289420694797,6.612437942033722,37.449497083863605,37.449497083863605,23.909052968216628,317.2453515492488,43.724335537247164,117.77666236895699,88.16061763052979
602,105,1,1,16.737683463564984,41.26301512509058,100.0,26.150408472241992,97,53,2,8,0,44.13244810828763,43.85284785034307,44.7961029366041,65.20598286294006,27.39476464472265,2.589832725252485,55.2038970633959,39.05557439069807,55.2038970633959,31.061017206017276,750.4731299397461,3047.4702509860103,1512.2977675232264,62.61098640321977
550,68,2,0,87.8949909261904,46.09736975306609,68.39040267677727,47.29728752940696,591,72,3,3,0,65.21474782140922,53.23094203605705,41.35544503535903,86.54505752723139,22.680243104781184,7.133572282990961,27.034957641418238,39.247769997824435,39.247769997824435,24.024135756753704,514.3934272919744,730.8889346732784,613.1594116348274,75.37803714180949
653,75,2,0,40.011813393311115,38.640826596531085,100.0,38.00958667709393,528,44,1,12,1,56.6676212535439,59.07572932811591,46.84552764133011,72.29050306347615,16.655807860232784,20.434902731584828,53.15447235866989,34.28091638638222,53.15447235866989,31.13152483421743,277.41593547699216,2825.3979317286016,885.3306785180603,67.88693210146303
618,85,2,0,91.97655123093246,56.60295383890538,84.20632846080284,49.01181573502656,867,64,2,3,0,36.02126538976914,60.06870209018226,47.37574041867005,80.30299213618528,55.95528584116332,3.465748251276885,36.83058804213279,31.291176401158722,55.95528584116332,31.885699633932926,3130.994013566292,1356.4922155292948,2060.866081595672,42.67723591736782
765,71,2,0,82.69870115638548,81.05039573717414,100.0,0.0,514,64,2,4,0,56.510882125055666,43.73634369582436,46.93254189424954,71.22732161638272,26.187819031329816,37.31405204134978,53.06745810575046,71.22732161638272,71.22732161638272,46.94916269870319,685.8018656176802,2816.15510980558,1389.7209893260697,44.26241730757176
590,86,1,1,67.62986706419761,25.976187258906453,50.37559883257032,62.94236270332913,514,64,2,4,0,62.41850610319762,82.1699095089819,54.62076848771601,72.23919099753594,5.21136096099999,56.19372225007545,4.245169655145695,9.296828294206811,56.19372225007545,18.73677029010699,27.158283065834738,18.021465400969817,22.123111413648065,81.57954823651701
140,82,1,0,62.57199200032214,1.4679868049864666,72.43497509950649,50.255936683308605,544,51,2,4,0,40.71539055015876,62.382308621475445,59.9110244114566,79.91327192590776,21.85660145016338,60.91432181648898,12.523950688049887,29.65733524259916,60.91432181648898,31.23805229932535,477.71102695128405,156.84934083670524,273.7309987702058,62.52025436424655
602,105,1,1,50.44824127600926,52.41561997351399,100.0,35.816745437902455,278,70,1,8,0,74.53140183741208,61.640108645113635,49.65231478841236,72.95827071772692,24.083160561402813,9.224488671599644,50.34768521158764,37.141525279824464,50.34768521158764,30.19921493110364,579.9986226263079,2534.8894061651204,1212.531386845631,64.75749114985096
571,101,2,0,89.53735818088721,32.01011464974165,68.2022678195909,17.06166227910189,60,68,3,10,1,67.20640698692162,52.810710158034155,54.22882877345903,65.25861564568173,22.33095119396559,20.800595508292503,13.973439046131872,48.19695336657984,48.19695336657984,26.32548477874245,498.6713812272732,195.2569987759628,312.0401853510239,73.58357362614254
838,89,1,0,95.72168081514167,49.66115611687674,86.77004000666567,37.096967701051945,278,70,1,8,0,52.761358918231835,33.51434719574968,42.557898461599265,64.63756127731064,42.96032189690983,16.14680892112706,44.2121415450664,27.540593576258694,44.2121415450664,32.714966484840495,1845.5892574861105,1954.7134600009865,1899.367832527793,49.86217142258341
544,83,1,0,36.14787253979553,30.030233537469062,67.7494393146696,52.13897047362978,523,70,1,3,0,52.66830174172184,73.20098944436013,38.34408999243973,45.661941760715855,16.520429201926312,43.170755906891074,29.405349322229874,6.477028712913928,43.170755906891074,23.8933907859903,272.92458101585964,864.674568762365,485.7889916358105,77.89398484253294
741,72,3,0,52.789839960626665,58.85007141656707,100.0,51.025256654796955,880,66,2,12,0,73.00429296459093,38.797275402042075,36.22521217336596,78.95525537416974,20.214453003964266,20.052796014524993,63.77478782663404,27.929998719372783,63.77478782663404,32.99300889112402,408.62411024947994,4067.2235623321894,1289.1724513592862,51.69927776130518
308,97,3,0,19.428153032115524,38.582290894483485,78.71971030298191,24.2376786132292,290,42,3,2,0,59.98105393486617,61.58131919048791,62.88246673543557,78.17480930381835,40.55290090275064,22.999028296004425,15.837243567546338,53.93713069058915,53.93713069058915,33.33157586422264,1644.537771628314,250.81828381778786,642.2461689674317,57.43291345012904
585,97,3,0,50.20610634148009,25.6807284707491,99.54980384855192,32.407164083719955,140,69,3,5,0,50.7048542512752,48.505162128278606,60.94232774500935,77.35454101295278,0.49874790979511374,22.824433657529507,38.60747610354257,44.947376929232824,44.947376929232824,26.719508650025006,0.2487494775249949,1490.5372110856104,19.255398009106656,86.41913103684698
68,74,3,1,94.00039621571536,53.85126197992681,82.9789103089284,65.45989712362339,437,37,3,4,0,62.94798502227325,52.10167300294947,43.54008268940585,66.77652565316704,31.052411193442104,1.7495889769773427,39.438827619522556,1.3166285295436495,39.438827619522556,18.389364079871413,964.2522409266085,1555.4211240024151,1224.6706922286958,77.18482489847004
89,94,2,0,69.99941825185336,36.63940909217475,60.80365965409685,55.13627411519896,328,40,3,4,0,66.09027424665157,71.03816042419032,42.22131688708396,68.29637252414413,3.9091440052017816,34.39875133201557,18.58234276701289,13.160098408945174,34.39875133201557,17.512584128293852,15.281406853405027,345.30346271075626,72.64105383027312,89.24316520112572
262,98,3,1,76.44814193962821,9.804990515354792,53.69786848800488,26.241959798025455,494,45,2,11,1,46.46144458047664,57.432654198744544,68.36021365381482,82.47385291974663,29.986697359151577,47.627663683389756,14.662345165809946,56.23189312172118,56.23189312172118,37.127149832518114,899.2020185093481,214.9843657613503,439.675307062562,62.47224654413616
347,73,1,0,69.76469553515953,70.56739330307288,100.0,83.76162656463424,948,41,1,15,1,68.97651417489656,53.809807185771376,52.04553461209726,55.32106163826775,0.7881813602629677,16.7575861173015,47.95446538790274,28.44056492636649,47.95446538790274,23.485199447958426,0.6212298566659821,2299.6307506395615,37.79681576012058,88.22263469186677
948,88,2,0,50.743826861843445,23.34716802771365,97.8836927284788,54.14577169910193,948,41,1,15,1,54.131337949594666,48.21449668682486,71.22711299296171,74.98467324137042,3.3875110877512213,24.86732865911121,26.6565797355171,20.838901542268488,26.6565797355171,18.937580256162004,11.475231369637463,710.5732431959808,90.29945941558869,89.87469615363452
688,70,2,1,46.64649221787484,32.343316341691725,100.0,46.94248079256194,77,40,2,12,1,49.190301405835505,78.26057435335908,65.82758708665654,65.66719191900778,2.543809187960669,45.91725801166735,34.172412913343464,18.72471112644584,45.91725801166735,25.33954780985433,6.470965184753117,1167.7538043200432,86.92809794374891,78.75783346121032
281,89,3,1,72.877731446634,30.391523611074014,93.14526219918345,51.24681117860102,320,38,1,2,0,56.766358070035665,68.60872490430258,56.79094970225273,49.51306122707369,16.111373376598337,38.21720129322856,36.35431249693072,1.7337499515273294,38.21720129322856,23.104159279571235,259.5763520801617,1321.636037124493,585.7179024875858,65.64526239226967
653,75,2,0,46.361318123369124,58.64733117793612,100.0,41.32202906720534,622,58,3,3,0,50.0885498651371,61.35422006629015,46.269633273729355,98.47831028867625,3.727231741767973,2.7068888883540296,53.730366726270645,57.15628122147091,57.15628122147091,29.33019214446589,13.892256456842718,2886.9523085395317,200.26552835898968,70.77958206455864
