patient_empathy,patient_activity,patient_patience,patient_independence,caregiver_empathy,caregiver_activity_support,caregiver_patience,caregiver_independence_support,empathy_diff,activity_diff,patience_diff,independence_diff,max_diff,avg_diff,empathy_diff_sq,patience_diff_sq,empathy_patience_interaction,satisfaction_score
37.454011884736246,95.07143064099162,73.1993941811405,59.86584841970366,15.601864044243651,15.599452033620265,5.8083612168199465,86.61761457749351,21.852147840492595,79.47197860737135,67.39103296432056,26.751766157789852,79.47197860737135,48.86673139249359,477.51636524274517,4541.55132399814,1472.6388154598428,45.772010449572925
2.0584494295802447,96.99098521619943,83.24426408004217,21.233911067827616,18.182496720710063,18.34045098534338,30.42422429595377,52.475643163223786,16.12404729112982,78.65053423085605,52.8200397840884,31.24173209539617,78.65053423085605,44.709088350367615,259.9849010465909,2789.956602792681,851.6728193979999,56.009271044550154
43.194501864211574,29.122914019804192,61.18528947223795,13.949386065204184,29.214464853521815,36.63618432936917,45.606998421703594,78.51759613930136,13.98003701068976,7.51327030956498,15.578291050534354,64.56821007409718,64.56821007409718,25.409952111221568,195.44143482025547,242.68315205515873,217.7850854497673,83.65584282727099
59.24145688620425,4.645041271999773,60.75448519014384,17.052412368729154,6.505159298527952,94.88855372533332,96.56320330745594,80.83973481164611,52.7362975876763,90.24351245333355,35.8087181173121,63.78732244291696,90.24351245333355,60.64396265030972,2781.117083255953,1282.2642932051156,1888.4192148677864,9.815833357417842
30.46137691733707,9.767211400638388,68.42330265121569,44.01524937396013,12.203823484477883,49.51769101112702,3.4388521115218396,90.9320402078782,18.257553432859186,39.75047961048863,64.98445053969385,46.91679083391807,64.98445053969385,42.47731860423994,333.3382573537083,4222.978811945916,1186.4570780334554,55.510530813625756
31.171107608941096,52.00680211778108,54.67102793432797,18.485445552552704,96.95846277645586,77.51328233611146,93.9498941564189,89.48273504276489,65.78735516751476,25.50648021833038,39.27886622209094,70.99728949021218,70.99728949021218,50.39249777453707,4327.976099936731,1542.8293316929166,2584.0527227299954,13.568347884704853
59.78999788110851,92.18742350231169,8.84925020519195,19.59828624191452,4.522728891053807,32.53303307632643,38.8677289689482,27.134903177389592,55.2672689900547,59.654390425985255,30.01847876375625,7.536616935475074,59.654390425985255,38.11918877881782,3054.471021619062,901.1090672900849,1659.0393405087614,26.35925764552538
28.093450968738075,54.26960831582485,14.092422497476264,80.21969807540397,7.455064367977082,98.68869366005173,77.22447692966574,19.87156815341724,20.638386600760995,44.41908534422688,63.13205443218948,60.348129921986725,63.13205443218948,47.13441407479102,425.943001482471,3985.656296828935,1302.943746271813,47.1860863892362
0.5522117123602399,81.54614284548342,70.68573438476172,72.90071680409874,77.12703466859458,7.4044651734090365,35.84657285442726,11.586905952512971,76.57482295623433,74.14167767207438,34.83916153033446,61.313810851585764,76.57482295623433,61.717368252557236,5863.703510778631,1213.7671761367365,2667.802626129011,9.71593229805016
33.08980248526492,6.355835028602364,31.09823217156622,32.518332202674706,72.96061783380641,63.75574713552131,88.72127425763266,47.22149251619493,39.87081534854149,57.39991210691895,57.623042086066434,14.703160313520222,57.623042086066434,42.39923246376177,1589.6819165574918,3320.4149792525836,2297.47767083479,40.95113030072744
